,ticker,figi,type,name,country_of_rick
872,REGN,BBG000C734W3,shares,Regeneron Pharmaceuticals,US
873,6030,BBG001MM1RL0,shares,CITIC Securities,CN
874,BURL,BBG004S641N5,shares,Burlington Stores Inc,US
875,STX,BBG0113JGQF0,shares,Seagate,IE
876,JJSF,BBG000BMGPW0,shares,J&J Snack Foods Corp,US
877,TRIP,BBG001M8HHB7,shares,TripAdvisor,US
878,MLNK,BBG002ZYMKQ5,shares,MeridianLink,US
879,AMEZ,BBG000RJWGC4,shares,Ашинский метзавод,RU
880,VET,BBG000PL3C78,shares,Vermilion Energy,CA
881,9995,BBG00XZZHVS4,shares,RemeGen,CN
882,1038,BBG000H3CDH4,shares,CK Infrastructure Holdings,CN
883,SFIX,BBG0046L1KL9,shares,Stitch Fix,US
884,669,BBG000BFGXV9,shares,Techtronic Industries,CN
885,FOXA,BBG00JHNJW99,shares,Twenty-First Century Fox (A),US
886,TGKBP,BBG000Q7GJ60,shares,ТГК-2 - акции привилегированные,RU
887,ENVX,BBG00YC53854,shares,Enovix,US
888,UNH,BBG000CH5208,shares,UnitedHealth,US
889,WING,BBG008N298Y8,shares,Wingstop Inc,US
890,ABRD,BBG002W2FT69,shares,АбрауДюрсо,RU
891,PWR,BBG000BBL8V7,shares,Quanta Services,US
892,9999,BBG00V6PS1F0,shares,NetEase,CN
893,MCHP,BBG000BHCP19,shares,Microchip Technology,US
894,PIKK,BBG004S68BH6,shares,ПИК,RU
895,KMT,BBG000BMWKC5,shares,Kennametal Inc,US
896,ONTO,BBG000BPRN29,shares,Onto Innovation Inc,US
897,NUS,BBG000HG21Y3,shares,Nu Skin Enterprises Inc,US
898,DE,BBG000BH1NH9,shares,Deere & Company,US
899,LAC,BBG01JLDH7S1,shares,Lithium Americas Corp.,CA
900,HIMS,BBG00Q53VYM7,shares,Hims & Hers Health,US
901,PANW,BBG0014GJCT9,shares,Palo Alto Networks,US
902,DLB,BBG000DGLTG5,shares,Dolby Laboratories Inc,US
903,ROSN,BBG004731354,shares,Роснефть,RU
904,VRTX,BBG000C1S2X2,shares,Vertex Pharmaceuticals,US
905,CF,BBG000BWJFZ4,shares,CF Industries Holdings,US
906,CYBR,BBG006Q52QV2,shares,CyberArk Software Ltd,IL
907,WU,BBG000BB5373,shares,Western Union,US
908,PNW,BBG000BRDSX5,shares,Pinnacle West Capital,US
909,EUTR,TCS00A1002V2,shares,ЕвроТранс,RU
910,CELH,BBG000NY37X4,shares,Celsius Holdings,US
911,OLLI,BBG0098VVDT9,shares,Ollie's Bargain Outlet Holding,US
912,2688,BBG000N6X3L4,shares,ENN Energy,CN
913,ATRO,BBG000BCLBY5,shares,Astronics Corp,US
914,TRMK,BBG004TC84Z8,shares,Трубная Металлургическая Компания,RU
915,ABT,BBG000B9ZXB4,shares,Abbott,US
916,CACC,BBG000CS0D96,shares,Credit Acceptance Corp,US
917,SOFL,TCS00A0ZZBC2,shares,Софтлайн,RU
918,6881,BBG004JC5VD6,shares,China Galaxy Securities,CN
919,ZUO,BBG000BT3HG5,shares,Zuora Inc,US
920,CUZ,BBG000CW9BM7,shares,Cousins Properties REIT,US
921,ANIP,BBG000KK1L04,shares,ANI Pharmaceuticals Inc,US
922,SWKS,BBG000KLB4Q1,shares,Skyworks Solutions,US
923,1801,BBG00M8832B5,shares,Innovent Biologics,CN
924,PLAY,BBG001WWJTK5,shares,Dave & Buster's Entertainment Inc,US
925,WOR,BBG000HL7499,shares,Worthington Industries Inc,US
926,CHPT,BBG00Q741Z16,shares,ChargePoint Holdings,US
927,VAC,BBG001J2R5H3,shares,Marriott Vacations Worldwide Corporation,US
928,PAGS,BBG00JM7QBR6,shares,Pagseguro Digital Ltd,BR
929,MRKU,BBG000VKG4R5,shares,Россети Урал,RU
930,LAZR,BBG00MS90LK2,shares,Luminar Technologies,US
931,CLH,BBG000BFRRX8,shares,Clean Harbors Inc,US
932,HRL,BBG000BLF8D2,shares,Hormel Foods,US
933,FAST,BBG000BJ8YN7,shares,Fastenal Company,US
934,OABI,BBG011J3QM39,shares,OmniAb,US
935,SJM,BBG000BT1715,shares,JM Smucker,US
936,IRTC,BBG001J19V24,shares,iRhythm Technologies,US
937,SKX,BBG000C4HKK2,shares,Skechers U.S.A. Inc,US
938,HCA,BBG000QW7VC1,shares,HCA Healthcare,US
939,OIS,BBG000BDDN94,shares,Oil States International Inc,US
940,ETN,BBG000BJ3PD2,shares,Eaton Corporation,US
941,PII,BBG000D5S4M0,shares,Polaris Industries Inc,US
942,BCC,BBG000RQKCR4,shares,Boise Cascade,US
943,APP,BBG006HFPX77,shares,AppLovin Corporation,US
944,WPC,BBG000BCQM58,shares,WP Carey REIT,US
945,NEOG,BBG000C1BCK2,shares,Neogen Corp,US
946,PFE,BBG000BR2B91,shares,Pfizer,US
947,TREX,BBG000BTGKK9,shares,Trex Co Inc,US
948,ZLAB,BBG00HFX3N90,shares,Zai Lab Ltd,CN
949,MTH,BBG000F4F1N0,shares,Meritage Homes Corp,US
950,DORM,BBG000BM22F5,shares,Dorman Products Inc,US
951,CHH,BBG000BPBTL2,shares,Choice Hotels International In,US
952,MNST,BBG008NVB1C0,shares,Monster Beverage,US
953,VERV,BBG00P33TCZ8,shares,Verve Therapeutics,US
954,CLX,BBG000BFS7D3,shares,The Clorox Company,US
955,BLKB,BBG000BGGTW5,shares,Blackbaud Inc,US
956,KRKNP,BBG002B2J5X0,shares,Саратовский НПЗ - акции привилегированные,RU
957,RXO,BBG0160DYCH4,shares,"RXO, Inc.",US
958,CHMF,BBG00475K6C3,shares,Северсталь,RU
959,TW,BBG00NK8H8T2,shares,Tradeweb Markets,US
960,FLS,BBG000FFH4P5,shares,Flowserve,US
961,TWLO,BBG0029ZX840,shares,Twilio Inc,US
962,CPS,BBG000PSXT64,shares,Cooper-Standard Holdings Inc,US
963,VZIO,BBG00ZHDJVK4,shares,VIZIO Holding Corp.,US
964,CLDT,BBG000PT6BR8,shares,Chatham Lodging REIT,US
965,RLAY,BBG00DSS08K9,shares,Relay Therapeutics Inc,US
966,LNTH,BBG006Q52RD0,shares,Lantheus Holdings Inc,US
967,CYTK,BBG000F0R4N9,shares,Cytokinetics,US
968,VMEO,BBG00ZNSSKP3,shares,Vimeo,US
969,APA,BBG00YTS96G2,shares,APA Corporation,US
970,SWX,BBG00FWP4JW4,shares,Southwest Gas Holdings,US
971,SLDB,BBG00JN4FXG8,shares,Solid Biosciences,US
972,LPL,BBG000FJ0RK9,shares,LG Display,KR
973,CAG,BBG000BDXGP9,shares,Conagra Brands,US
974,WW,BBG000DY6735,shares,"WW International, Inc.",US
975,MLKN,BBG000BP46T2,shares,MillerKnoll,US
976,RVNC,BBG001J2MJH8,shares,Revance Therapeutics,US
977,RIO,BBG000FD28T3,shares,Rio Tinto,GB
978,MAR,BBG000BGD7W6,shares,Marriott International,US
979,ENPG,BBG000RMWQD4,shares,Эн+,RU
980,CHCO,BBG000BFJFX3,shares,City Holding Company,US
981,POLY,BBG004PYF2N3,shares,Solidcore Resources plc,RU
982,HUBB,BBG000BLK267,shares,Hubbell,US
983,NWSA,BBG0035LY913,shares,News Corp (A),US
984,ALEC,BBG00N0PL198,shares,Alector,US
985,CR,BBG016G0L0Q5,shares,Crane Company,US
986,AVIR,BBG00TZNCJ75,shares,Atea Pharmaceuticals,US
987,NKNCP,BBG000GQSVC2,shares,Нижнекамскнефтехим (привилегированные),RU
988,ZIM,BBG00YQ7XR05,shares,ZIM Integrated Shipping Services,IL
989,GTN,BBG000DSQLQ0,shares,Gray Television Inc,US
990,GVA,BBG000DVB833,shares,Granite Construction Inc,US
991,GILD,BBG000CKGBP2,shares,GILEAD,US
992,WCN,BBG000FLHZZ2,shares,Waste Connections,US
993,AMAT,BBG000BBPFB9,shares,Applied Materials,US
994,HLT,BBG0058KMH30,shares,Hilton,US
995,SNA,BBG000BT7JW9,shares,Snap-on,US
996,AMD,BBG000BBQCY0,shares,AMD,US
997,BR,BBG000PPFKQ7,shares,Broadridge Financial Solutions,US
998,ON,BBG000DV7MX4,shares,ON Semiconductor Corp,US
999,TVTX,BBG000P9D6W9,shares,Travere Therapeutics,US
1000,NET,BBG001WMKHH5,shares,CloudFlare Inc,US
1001,CSGP,BBG000D7JKW9,shares,CoStar Group Inc,US
1002,TSCO,BBG000BLXZN1,shares,Tractor Supply,US
1003,SPOT,BBG003T4VFC2,shares,Spotify Technology SA,SE
1004,PODD,BBG000R7XX87,shares,Insulet Corp,US
1005,OBNEP,TCS00A0HG602,shares,Обьнефтегазгеология - привилегированные акции,RU
1006,HAL,BBG000BKTFN2,shares,Halliburton,US
1007,GXO,BBG00YDGX945,shares,"GXO Logistics, Inc.",US
1008,PNC,BBG000BRD0D8,shares,PNC Financial Services,US
1009,DOW,BBG00BN96922,shares,Dow Inc,US
1010,VXRT,BBG000DR0RZ7,shares,Vaxart Inc,US
1011,LCII,BBG000DNLMB0,shares,LCI Industries,US
1012,HAIN,BBG000BQW085,shares,Hain Celestial Group Inc,US
1013,338,BBG000BCHHM0,shares,Sinopec Shanghai Petrochemical,CN
1014,SLQT,BBG000GTP1B6,shares,SelectQuote,US
1015,F,BBG000BQPC32,shares,Ford,US
1016,SYNH,BBG0078Y1D92,shares,Syneos Health Inc,US
1017,HUM,BBG000BLKK03,shares,Humana,US
1018,RIVN,BBG00741Y1N2,shares,Rivian Automotive,US
1019,EW,BBG000BRXP69,shares,Edwards Lifesciences,US
1020,IGMS,BBG00PNR1BT2,shares,IGM Biosciences Inc,US
1021,UFOSP,TCS009102396,shares,Уфаоргсинтез - привилегированные акции,RU
1022,KMG@KT,TCSC00001122,shares,Казмунайгаз,KZ
1023,AORT,BBG000BMLVJ6,shares,Artivion,US
1024,VMC,BBG000BWGYF8,shares,Vulcan Materials,US
1025,NTAP,BBG000FP1N32,shares,NetApp,US
1026,MRKV,BBG000PKWCQ7,shares,МРСК Волги,RU
1027,SMG,BBG000BT5PG5,shares,Scotts Miracle-Gro Co The,US
1028,BAH,BBG000R2YFG7,shares,Booz Allen Hamilton,US
1029,WMT,BBG000BWXBC2,shares,Wal-Mart Stores,US
1030,TSN,BBG000DKCC19,shares,Tyson Foods,US
1031,RXRX,BBG00PQ4XJ45,shares,"Recursion Pharmaceuticals, Inc.",US
1032,RGLD,BBG000BS5170,shares,Royal Gold,US
1033,PAY,BBG010MW0N84,shares,Paymentus Holdings,US
1034,G,BBG000RQBFV2,shares,Genpact Limited,BM
1035,GLW,BBG000BKFZM4,shares,Corning,US
1036,WLK,BBG000PXZFW2,shares,Westlake Corporation,US
1037,QRTEA,BBG000PCQQL6,shares,Qurate Retail Inc,US
1038,NEM,BBG000BPWXK1,shares,Newmont Goldcorp Corporation,US
1039,MIDD,BBG000DQN9R3,shares,Middleby Corp The,US
1040,LYFT,BBG004M9ZHX5,shares,Lyft Inc,US
1041,CERE,BBG00VCYVLH4,shares,Cerevel Therapeutics Holdings,US
1042,DIS,BBG000BH4R78,shares,Walt Disney,US
1043,TKO,BBG01G9JKWV5,shares,TKO Group Holdings,US
1044,GDEV,BBG00Z5KBW72,shares,GDEV Inc,US
1045,FIVE@GS,TCS4387E2054,shares,X5 RetailGroup ГДР,RU
1046,SPR,BBG000PRJ2Z9,shares,Spirit AeroSystems Holdings,US
1047,BUD,BBG000RYC984,shares,Anheuser-Busch InBev,BE
1048,FRME,BBG000BBSJ28,shares,First Merchants Corporation,US
1049,RSG,BBG000BPXVJ6,shares,Republic Services,US
1050,AI,BBG00Y6G6X31,shares,C3 Ai Inc,US
1051,MMC,BBG000BP4MH0,shares,Marsh & McLennan,US
1052,LSRG,BBG004S68C39,shares,Группа ЛСР,RU
1053,SKY,BBG000BT2TP0,shares,Skyline Champion,US
1054,BZUN,BBG008HNS333,shares,Baozun Inc,CN
1055,DRQ,BBG000BVDBY2,shares,Dril-Quip Inc,US
1056,ELS,BBG000BB7SX7,shares,Equity LifeStyle Properties REIT,US
1057,WTFC,BBG000HD3DW5,shares,Wintrust Financial,US
1058,ILMN,BBG000DSMS70,shares,Illumina,US
1059,PSA,BBG000BPPN67,shares,Public Storage REIT,US
1060,COLD,BBG000QF05R6,shares,Americold Realty Trust REIT,US
1061,FBIN,BBG001B4BV87,shares,Fortune Brands Innovations,US
1062,XP,BBG00QVJYGM9,shares,XP Inc,BR
1063,BDC,BBG000Q4XNV1,shares,Belden Inc,US
1064,TCSG,TCS00A107UL4,shares,ТКС Холдинг,RU
1065,PPL,BBG000BRJL00,shares,PPL,US
1066,VRNS,BBG001Y04TN6,shares,Varonis Systems Inc,US
1067,CRL,BBG000BG5BL8,shares,Charles River Laboratories Int,US
1068,IVZ,BBG000BY2Y78,shares,Invesco,US
1069,STEM,BBG00XP8NQN4,shares,Stem,US
1070,DRI,BBG000BBNYF6,shares,Darden Restaurants,US
1071,DD,BBG00BN961G4,shares,DuPont de Nemours Inc,US
1072,CNTL,BBG000BBV4M5,shares,Центральный Телеграф,RU
1073,ATEX,BBG0081NLHR0,shares,Anterix,US
1074,QDEL,BBG017TGV7M2,shares,QuidelOrtho Corp,US
1075,TDOC,BBG0019T5SG0,shares,Teladoc Health Inc,US
1076,IBP,BBG005TJKDZ6,shares,Installed Building Products,US
1077,SITE,BBG009T22D49,shares,SiteOne Landscape Supply Inc,US
1078,IART,BBG000BZJQL8,shares,Integra LifeSciences Holdings,US
1079,USPH,BBG000CSRSG6,shares,US Physical Therapy Inc,US
1080,CGNX,BBG000BPBVW5,shares,Cognex Corp,US
1081,FRT,BBG000BJVN28,shares,Federal Realty Investment Trust REIT,US
1082,SFTL,TCS5407L2079,shares,Noventiq ГДР,US
1083,BGS,BBG000RKXRQ1,shares,B&G Foods Inc,US
1084,PRGS,BBG000C4QP94,shares,Progress Software Corp,US
1085,WCC,BBG000D0FNV3,shares,WESCO International Inc,US
1086,PFGC,BBG009XW2WB8,shares,Performance Food Group Co,US
1087,COF,BBG000BGKTF9,shares,Capital One,US
1088,KIDS,BBG00HFFRW39,shares,OrthoPediatrics Corp,US
1089,1997,BBG00J76TKS1,shares,Wharf Real Estate,CN
1090,MSGE,BBG019980TD4,shares,Madison Square Garden Entertainment Corp.,US
1091,AMP,BBG000G3QLY3,shares,Ameriprise Financial,US
1092,OZON@US,TCS0269L1044,shares,Ozon Holdings PLC,RU
1093,SVAV,BBG004S68JR8,shares,СОЛЛЕРС,RU
1094,PRG,BBG00VSH86G4,shares,PROG Holdings,US
1095,ABR,BBG000KMVDV1,shares,Arbor Realty Trust REIT,US
1096,PETQ,BBG00H1CY328,shares,PetIQ Inc,US
1097,PPG,BBG000BRJ809,shares,PPG Industries,US
1098,MKSI,BBG000BVMG26,shares,MKS Instruments,US
1099,SCHW,BBG000BSLZY7,shares,The Charles Schwab Corporation,US
1100,WYNN,BBG000LD9JQ8,shares,Wynn Resorts,US
1101,RDN,BBG000BMWV95,shares,Radian Group,US
1102,SPGI,BBG000BP1Q11,shares,S&P Global,US
1103,BC,BBG000BCWSS3,shares,Brunswick Corp DE,US
1104,CSWI,BBG007NLG4L3,shares,CSW Industrials Inc,US
1105,UNP,BBG000BW3299,shares,Union Pacific Corporation,US
1106,SAIC,BBG003BW05K6,shares,Science Applications Internati,US
1107,ACGL,BBG000HXNN20,shares,Arch Capital Group,BM
1108,SITM,BBG00QNSY1H7,shares,SiTime,US
1109,O,BBG000DHPN63,shares,Realty Income REIT,US
1110,ZM,BBG0042V6JM8,shares,Zoom Video Communications Inc,US
1111,VTS,BBG01B9G0GS3,shares,Vitesse Energy,US
1112,UHS,BBG000CB8Q50,shares,Universal Health Services,US
1113,POWI,BBG000BTT3D1,shares,Power Integrations Inc,US
1114,KTB,BBG00LPTHYD5,shares,Kontoor Brands Inc,US
1115,PAG,BBG000H6K1B0,shares,Penske Automotive Group,US
1116,SLB,BBG000BT41Q8,shares,Schlumberger,US
1117,TM,BBG000BPH299,shares,Toyota Motor Corp,JP
1118,BXP,BBG000BS5CM9,shares,"BXP, Inc",US
1119,6185,BBG00NN6QG15,shares,CanSino Biologics,CN
1120,JBHT,BBG000BMDBZ1,shares,JB Hunt,US
1121,SPNS,BBG000G3YP84,shares,Sapiens International Corporation N.V.,IL
1122,FCEL,BBG000HQ1LB3,shares,FuelCell Energy,US
1123,ASH,BBG00D0Y81M1,shares,Ashland Inc,US
1124,GRAL,TCS847471014,shares,"GRAIL, Inc.",US
1125,ET,BBG000BM2FL9,shares,Energy Transfer LP,US
1126,AXON,BBG000BHJWG1,shares,Axon Enterprise Inc,US
1127,APPN,BBG001C7PMJ2,shares,Appian Corp,US
1128,ROST,BBG000BSBZH7,shares,Ross Stores,US
1129,COTY,BBG000F395V1,shares,Coty,US
1130,RTKMP,BBG004S685M3,shares,Ростелеком - Привилегированные акции,RU
1131,FUL,BBG000BJZ7V7,shares,HB Fuller Co,US
1132,NSP,BBG000BJ41X2,shares,InsperIty Inc,US
1133,PGR,BBG000BR37X2,shares,Progressive,US
1134,TRHC,BBG00BT7PPY8,shares,Tabula Rasa HealthCare In,US
1135,KRC,BBG000BLMXN8,shares,Kilroy Realty Corp REIT,US
1136,CWT,BBG000D8KTN6,shares,California Water Service,US
1137,AXP,BBG000BCQZS4,shares,American Express,US
1138,EBS,BBG000GW06J7,shares,Emergent BioSolutions Inc,US
1139,CPT,BBG000BB0V03,shares,Camden Property REIT,US
1140,W,BBG001B17MV2,shares,Wayfair Inc,US
1141,HOLX,BBG000C3NTN5,shares,Hologic,US
1142,ANIK,BBG000BBKZD8,shares,Anika Therapeutics Inc,US
1143,FRPT,BBG001D0HB36,shares,Freshpet Inc,US
1144,NI,BBG000BPZBB6,shares,NiSource Inc,US
1145,TMHC,BBG003PGJHP5,shares,Taylor Morrison Home Corp,US
1146,SBH,BBG000LR8515,shares,Sally Beauty Holdings Inc,US
1147,WKHS,TCS1138J3059,shares,Workhorse Group Inc,US
1148,CXW,BBG000BJSJT2,shares,CoreCivic,US
1149,SHOO,BBG000BLV2Q3,shares,"Steven Madden, Ltd.",US
1150,VVX,BBG005PG80K4,shares,"V2X, Inc.",US
1151,GSHD,BBG00KHHBMC5,shares,"Goosehead Insurance, Inc.",US
1152,DIOD,BBG000G25P51,shares,Diodes Inc,US
1153,PRLB,BBG000BT13B3,shares,Proto Labs Inc,US
1154,ZTS,BBG0039320N9,shares,Zoetis,US
1155,KMAZ,BBG000LNHHJ9,shares,КАМАЗ,RU
1156,AEM,BBG000DLVDK3,shares,Agnico Eagle Mines,CA
1157,BRBR,BBG013QNJHP8,shares,BellRing Brands,US
1158,KZOS,BBG0029SFXB3,shares,Казаньоргсинтез - акции обыкновенные,RU
1159,CHRW,BBG000BTCH57,shares,C.H. Robinson Worldwide,US
1160,RAMP,BBG000BB4HM6,shares,LiveRamp Holdings Inc,US
1161,LII,BBG000BB5B84,shares,Lennox International Inc,US
1162,FIXP,BBG00ZHCX1X2,shares,Fix Price Group,RU
1163,EA,BBG000BP0KQ8,shares,Electronic Arts,US
1164,PACB,BBG000QKXH20,shares,Pacific Biosciences of California,US
1165,SKM,BBG000BLN497,shares,SK Telecom Co.,US
1166,PEP,BBG000DH7JK6,shares,PepsiCo,US
1167,IAC,BBG00S1LR2C3,shares,IAC Inc,US
1168,MOH,BBG000MBHNC8,shares,Molina Healthcare Inc,US
1169,DLTH,BBG002GBMZG4,shares,Duluth Holdings Inc,US
1170,RRX,BBG000BRXTR8,shares,Regal Rexnord,US
1171,AIR,BBG000BBGQF1,shares,AAR Corp,US
1172,CBRE,BBG000C04224,shares,CBRE Group,US
1173,MSGS,BBG007FG0C23,shares,Madison Square Garden Sports Corp.,US
1174,914,BBG000BVKWW0,shares,Anhui Conch Cement,CN
1175,SGMO,BBG000BHYT80,shares,Sangamo Therapeutics,US
1176,CMI,BBG000BGPTV6,shares,Cummins,US
1177,MHO,BBG000BL9MZ4,shares,M/I Homes Inc,US
1178,UCTT,BBG000HSLV70,shares,Ultra Clean Holdings Inc,US
1179,QTWO,BBG005ZVK9P2,shares,Q2 Holdings Inc,US
1180,ULTA,BBG00FWQ4VD6,shares,Ulta Beauty,US
1181,VMI,BBG000BWB7V4,shares,Valmont Industries,US
1182,VRSN,BBG000BGKHZ3,shares,VeriSign,US
1183,ABBV,BBG0025Y4RY4,shares,AbbVie,US
1184,LEA,BBG000PTLGZ1,shares,Lear Corp,US
1185,MGTSP,BBG000PZ0833,shares,МГТС - акции привилегированные,RU
1186,ZWS,BBG000H8R0N8,shares,Zurn Elkay Water Solutions,US
1187,OGE,BBG000BQGLS5,shares,OGE Energy Corp.,US
1188,ELFV,BBG000F6YPH8,shares,ЭЛ5-Энерго,RU
1189,9992,BBG00Y9WVZ76,shares,Pop Mart,CN
1190,PKG,BBG000BB8SW7,shares,Packaging Corp of America,US
1191,KLVZ,TCS00A107KX0,shares,Кристалл,RU
1192,PENN,BBG000CDZLV8,shares,PENN Entertainment,US
1193,WFC,BBG000BWQFY7,shares,Wells Fargo & Company,US
1194,ZYXI,BBG000BJBXZ2,shares,Zynex Inc,US
1195,USNA,BBG000BX28M0,shares,USANA Health Sciences Inc,US
1196,AGCO,BBG000DCCZW2,shares,AGCO Corp,US
1197,HXL,BBG000BLMDQ9,shares,Hexcel Corp,US
1198,RBLX,BBG001R1GCT0,shares,ROBLOX Corp,US
1199,IDCC,BBG000HLJ7M4,shares,InterDigital,US
1200,MTN,BBG000BCMWM1,shares,Vail Resorts Inc,US
1201,RCL,BBG000BB5792,shares,Royal Caribbean Cruises,US
1202,NOV,BBG000BJX8C8,shares,National Oilwell Varco,US
1203,TOST,BBG00BTJVK94,shares,Toast,US
1204,HWM,BBG00DYNJGH9,shares,Howmet Aerospace,US
1205,RETA,BBG000R33BD1,shares,Reata Pharmaceuticals Inc,US
1206,AGRO,BBG007N0Z367,shares,РусАгро,RU
1207,GOOGL,BBG009S39JX6,shares,Alphabet Class A,US
1208,IIPR,BBG00F0SW7N8,shares,Innovative Industrial Properties REIT,US
1209,TAL,BBG0016XJ8S0,shares,TAL Education Group,CN
1210,GTHX,BBG005F1DK91,shares,G1 Therapeutics Inc,US
1211,MUR,BBG000BPMH90,shares,Murphy Oil,US
1212,NDAQ,BBG000F5VVB6,shares,Nasdaq,US
1213,VEON-RX,BBG00R4Z2NT4,shares,VEON,RU
1214,FI,TCS377381088,shares,Fiserv,US
1215,AVY,BBG000BCQ4P6,shares,Avery Dennison,US
1216,NTZL,TCS002614686,shares,НИТЕЛ,RU
1217,ESTC,BBG00LWZDYB9,shares,Elastic NV,NL
1218,CYRX,BBG000PNTXP0,shares,Cryoport,US
1219,TWOU,TCS2214J2006,shares,2U Inc,US
1220,LH,TCS049221055,shares,Labcorp Holdings,US
1221,ORA,BBG000Q5BQ63,shares,Ormat Technologies,US
1222,CPRT,BBG000BM9RH1,shares,Copart Inc,US
1223,JLL,BBG000C2L2L0,shares,Jones Lang LaSalle Inc,US
1224,RACE,BBG009PH3Q86,shares,Ferrari N.V.,IT
1225,AFRM,BBG00Y7BP8Y1,shares,Affirm Holdings,US
1226,MATV,BBG000C3CWZ7,shares,Mativ Holdings,US
1227,DECK,BBG000BKXYX5,shares,Deckers Outdoor Corp,US
1228,ADP,BBG000JG0547,shares,Automatic Data Processing,US
1229,MS,BBG000BLZRJ2,shares,Morgan Stanley,US
1230,CWST,BBG000BT0J38,shares,Casella Waste Systems,US
1231,RMD,BBG000L4M7F1,shares,ResMed Inc,US
1232,FARO,BBG000BJD7C2,shares,FARO Technologies Inc,US
1233,BLNG,BBG000VQWH86,shares,Белон,RU
1234,EVBG,BBG0022FMPD5,shares,Everbridge Inc,US
1235,ORMP,BBG000LRYR36,shares,Oramed Pharmaceuticals,US
1236,NVRO,BBG001K61W36,shares,Nevro,US
1237,OGS,BBG004WQKD07,shares,ONE Gas,US
1238,GGG,BBG000BK9W84,shares,Graco,US
1239,RSKD,BBG011P2TCH8,shares,Riskified,IL
1240,IDXX,BBG000BLRT07,shares,IDEXX,US
1241,COUR,BBG002WLDMW5,shares,"Coursera, Inc.",US
1242,WDFC,BBG000BWNV93,shares,WD-40 Co,US
1243,PLUG,BBG000C1XSP8,shares,Plug Power Inc,US
1244,2518,BBG00ZHT7FY2,shares,Autohome,CN
1245,UTHR,BBG000BV4XJ1,shares,United Therapeutics Corp,US
1246,DSKY,TCS000BN56Q9,shares,Детский Мир,RU
1247,PNTG,BBG00P33SY72,shares,Pennant Group Inc,US
1248,GRNT,TCS10A0JV532,shares,Городские Инновационные Технологии,RU
1249,MD,BBG000H8LGK2,shares,Pediatrix Medical Group,US
1250,YNDX@US,TCS609805522,shares,Яндекс,RU
1251,NVEE,BBG005BT60Y8,shares,NV5 Global Inc,US
1252,MANU,BBG0035WV4N9,shares,Manchester United Plc,GB
1253,EMN,BBG000BLW530,shares,Eastman Chemical Company,US
1254,GPK,BBG000GQ7K93,shares,Graphic Packaging Holding Company,US
1255,HCCI,BBG000CCFB17,shares,Heritage-Crystal Clean Inc,US
1256,NABL,BBG00YJKWXD8,shares,N-able,US
1257,ARW,BBG000BCD3D5,shares,Arrow Electronics Inc,US
1258,FCFS,BBG0145KL747,shares,FirstCash,US
1259,FOCS,BBG00L0YTFN8,shares,Focus Financial Partners Inc,US
1260,ADM,BBG000BB6WG8,shares,Archer-Daniels-Midland Company,US
1261,PRO,TCS4346Y1038,shares,PROS Holdings,US
1262,UA,BBG009DTD8H2,shares,Under Armour (C),US
1263,XOM,BBG000GZQ728,shares,Exxon Mobil Corporation,US
1264,SMLT,BBG00F6NKQX3,shares,ГК Самолет,RU
1265,MAT,BBG000BNNYW1,shares,Mattel,US
1266,CNMD,BBG000BFZVH8,shares,CONMED Corporation,US
1267,ARCT,BBG00NNW8JK1,shares,Arcturus Therapeutics Holdings,US
1268,LFUS,BBG000BGFGT8,shares,Littelfuse,US
1269,SAVA,BBG000BK9YW3,shares,Cassava Sciences,US
1270,EL,BBG000FKJRC5,shares,The Estee Lauder Companies,US
1271,BANE,BBG004S68758,shares,Башнефть,RU
1272,ICLR,BBG000CTSZQ6,shares,ICON plc,IE
1273,TWST,BBG006KDCHJ4,shares,Twist Bioscience,US
1274,GHC,BBG000C3FGH9,shares,Graham Holdings Co,US
1275,AFLT,BBG004S683W7,shares,Аэрофлот,RU
1276,QS,BBG00VJ17DS2,shares,QuantumScape Corporation,US
1277,2020,BBG000QWR4M8,shares,Anta Sports Products,CN
1278,MCK,BBG000DYGNW7,shares,McKesson,US
1279,CIAN,BBG012YQ6P43,shares,Циан АДР,RU
1280,TRUP,BBG002BC7WC5,shares,Trupanion Inc,US
1281,CELL,BBG00HJ8K617,shares,PhenomeX,US
1282,3800,BBG000TRZNP2,shares,GCL Technology,CN
1283,ATRC,BBG000BL6CB5,shares,AtriCure,US
1284,SMAR,BBG00GQK3WB5,shares,Smartsheet Inc,US
1285,COHR,BBG000BLW102,shares,Coherent Corp,US
1286,DT,BBG00PNN7C40,shares,Dynatrace Inc,US
1287,ORUP,BBG001BBGNS2,shares,Обувь России,RU
1288,GLPI,BBG003MSMCS6,shares,Gaming and Leisure Properties REIT,US
1289,HLNE,BBG00FX58Q66,shares,Hamilton Lane Incorporated,US
1290,NMIH,BBG005DLMMZ6,shares,NMI Holdings Inc,US
1291,PDS,BBG000BBK2X9,shares,Precision Drilling,CA
1292,VYX,TCS0086E1082,shares,NCR Voyix Corp,US
1293,AEIS,BBG000FKMP26,shares,Advanced Energy Industries Inc,US
1294,FG,BBG01BGVGG87,shares,F&G Annuities & Life,US
1295,EVER,BBG00F17NDH7,shares,EverQuote,US
1296,WKC,TCS814751064,shares,World Kinect Corporation,US
1297,LC,BBG001YKDND6,shares,Lending Club,US
1298,WHR,BBG000BWSV34,shares,Whirlpool,US
1299,BA,BBG000BCSST7,shares,BOEING,US
