,ticker,figi,type,name,country_of_rick
1728,CHRS,BBG0063N8V69,shares,Coherus BioSciences,US
1729,HSIC,BBG000BNMMJ3,shares,Henry Schein,US
1730,MANH,BBG000BFV758,shares,Manhattan Associates Inc,US
1731,ES,BBG000BQ87N0,shares,Eversource Energy,US
1732,PEN,BBG001BP92V1,shares,Penumbra Inc,US
1733,ATRA,TCS565132068,shares,Atara Biotherapeutics Inc,US
1734,OHI,BBG000BGBTC2,shares,Omega Healthcare Investors REIT,US
1735,IFF,BBG000BLSL58,shares,International Flavors & Fragrances,US
1736,MSA,BBG000BPDXF8,shares,MSA Safety,US
1737,CTRA,BBG000C3GN47,shares,Coterra Energy,US
1738,CWEN,BBG008LJ4TF3,shares,Clearway Energy,US
1739,BLD,BBG0077VS2C0,shares,TopBuild Corp,US
1740,PRU,BBG000HCJMF9,shares,Prudential Financial,US
1741,HEI,BBG000BL16Q7,shares,HEICO,US
1742,LSNGP,BBG000NLCCM3,shares,Ленэнерго - акции привилегированные,RU
1743,EYE,BBG00HVQF9K2,shares,National Vision Holdings Inc,US
1744,PSTG,BBG00212PVZ5,shares,Pure Storage Inc,US
1745,URI,BBG000BXMFC3,shares,United Rentals,US
1746,EMR,BBG000BHX7N2,shares,Emerson Electric,US
1747,MNRO,BBG000C0BZD1,shares,Monro,US
1748,RIG,BBG000BH5LT6,shares,Transocean,US
1749,AMED,BBG000B9ZV28,shares,Amedisys Inc,US
1750,NKTR,BBG000BHCYJ1,shares,Nektar Therapeutics,US
1751,CEG,BBG014KFRNP7,shares,Constellation Energy,US
1752,RGNX,BBG007Z9V591,shares,REGENXBIO Inc,US
1753,1929,BBG00299NPM1,shares,Chow Tai Fook Jewellery,
1754,FITB,BBG000BJL3N0,shares,Fifth Third Bancorp,US
1755,LPRO,BBG00VDHLSQ6,shares,Open Lending Corp,US
1756,BIDU,BBG000QXWHD1,shares,Baidu,CN
1757,CUBE,BBG000HF28Q9,shares,CubeSmart REIT,US
1758,GPRO,BBG001LWHLJ8,shares,GoPro,US
1759,XRX,BBG00NNG2ZJ8,shares,Xerox,US
1760,SRI,BBG000BB9Q78,shares,Stoneridge Inc,US
1761,GMKN,BBG004731489,shares,Норильский никель,RU
1762,KGC,BBG000BB2DM7,shares,Kinross Gold,CA
1763,ATEN,BBG0060K22C1,shares,A10 Networks Inc,US
1764,EBAY,BBG000C43RR5,shares,eBay,US
1765,DAL,BBG000R7Z112,shares,Delta Air Lines,US
1766,AMSF,BBG000Q0JJQ0,shares,"AMERISAFE, Inc.",US
1767,MU,BBG000C5Z1S3,shares,Micron Technology,US
1768,SHEL,BBG0147BN6G2,shares,Shell АДР,US
1769,BK,BBG000BD8PN9,shares,Bank of New York Mellon,US
1770,BF.B,BBG000BD2NY8,shares,Brown-Forman,US
1771,ANET,BBG000N2HDY5,shares,Arista Networks Inc,US
1772,LGIH,BBG0056655S1,shares,LGI Homes Inc,US
1773,PCG,BBG000BQWPC5,shares,PG&E,US
1774,AMCR,BBG00LNJRQ09,shares,Amcor,US
1775,MTTR,BBG00XS0FV56,shares,Matterport,US
1776,EG,TCS0223R1088,shares,Everest Group,BM
1777,BE,BBG000N7KBZ3,shares,Bloom Energy,US
1778,BAC,BBG000BCTLF6,shares,Bank of America Corp,US
1779,3968,BBG000DVPPK1,shares,China Merchants Bank,CN
1780,TREE,BBG000TVRB50,shares,LendingTree Inc,US
1781,V,BBG000PSKYX7,shares,Visa,US
1782,GEN,BBG000BH2JM1,shares,Gen Digital,US
1783,FDS,BBG000BDJL83,shares,FactSet Research Systems Inc,US
1784,NAVI,BBG004MN1R41,shares,Navient,US
1785,SNPS,BBG000BSFRF3,shares,Synopsys,US
1786,GCO,BBG000BK5S78,shares,Genesco Inc,US
1787,EXPI,BBG001DCTG63,shares,eXp World Holdings,US
1788,EXEL,BBG000BQ4WF8,shares,Exelixis Inc,US
1789,LIFE,TCS00A0JR514,shares,Фармсинтез,RU
1790,CFR,BBG000C2PL98,shares,Cullen/Frost Bankers,US
1791,AWI,BBG000DW4LB1,shares,Armstrong World Industries Inc,US
1792,DHR,BBG000BH3JF8,shares,Danaher,US
1793,RNR,BBG000BFVZ83,shares,RenaissanceRe Holdings,BM
1794,MSCI,BBG000RTDY25,shares,MSCI Inc,US
1795,PDCO,BBG000BQY289,shares,Patterson,US
1796,BRKR,BBG000CL1FG7,shares,Bruker Corp,US
1797,FNV,BBG000RD3CL8,shares,Franco Nevada Corporation,CA
1798,RGA,BBG000BDLCQ0,shares,Reinsurance Group of America I,US
1799,LNC,BBG000BNC3Y9,shares,Lincoln National Corp,US
1800,UPRO,BBG004S686W0,shares,Юнипро,RU
1801,WERN,BBG000BWPP85,shares,Werner Enterprises Inc,US
1802,CM,BBG000FKTHQ1,shares,Canadian Imperial Bank of Commerce,CA
1803,MRKS,BBG000VJMH65,shares,МРСК Сибири,RU
1804,VNO,BBG000BWHD54,shares,Vornado REIT,US
1805,WSM,BBG000FSMWC3,shares,Williams-Sonoma Inc,US
1806,NOW,BBG000M1R011,shares,ServiceNow Inc,US
1807,LOGC,TCS006DZTJ56,shares,ContextLogic,US
1808,1880,BBG0195DR728,shares,China Tourism Group Duty Free,CN
1809,RKLB,BBG00Y61SZL5,shares,Rocket Lab,US
1810,EDIT,BBG005MX5GZ2,shares,Editas Medicine Inc,US
1811,REZI,BBG00HY28K89,shares,Resideo Technologies Inc,US
1812,LBRDK,BBG006GNSZW5,shares,Liberty Broadband Corporation,US
1813,K,BBG000BMKDM3,shares,Kellanova,US
1814,MPWR,BBG000C30L48,shares,Monolithic Power Systems,US
1815,PBI,BBG000BQTMJ9,shares,Pitney Bowes,US
1816,GPC,BBG000BKL348,shares,Genuine Parts,US
1817,TCMD,BBG001B12Z39,shares,Tactile Systems Technology Inc,US
1818,EXPE,BBG000QY3XZ2,shares,Expedia,US
1819,FOX,BBG00JHNKJY8,shares,Twenty-First Century Fox,US
1820,TNET,BBG000BR2040,shares,TriNet Group Inc,US
1821,SCSC,BBG000BHTPZ4,shares,ScanSource Inc,US
1822,MSNG,BBG004S687W8,shares,Мосэнерго,RU
1823,CRS,BBG000BGCQT9,shares,Carpenter Technology Corp,US
1824,AFKS,BBG004S68614,shares,АФК Система,RU
1825,2015,BBG0120WC125,shares,Li Auto,CN
1826,LECO,BBG000BB72K8,shares,Lincoln Electric Holdings,US
1827,PB,BBG000BHY4D9,shares,Prosperity Bancshares,US
1828,ENR,BBG006FCB019,shares,Energizer Holdings Inc,US
1829,BFAM,BBG003LFWP05,shares,Bright Horizons Family Solutio,US
1830,TDC,BBG000R0L5J4,shares,Teradata,US
1831,ASTR,BBG00W7FG4V8,shares,Astra Space,US
1832,DDOG,BBG003NJHZT9,shares,Datadog Inc,US
1833,PLZL,BBG000R607Y3,shares,Полюс,RU
1834,KKR,BBG000BCQ6J8,shares,KKR & Co. Inc.,US
1835,ALC,BBG00NPWH832,shares,Alcon,CH
1836,SCCO,BBG000BSHH72,shares,Southern Copper Corp,PE
1837,APEI,BBG000RVD346,shares,American Public Education Inc,US
1838,CCOI,BBG000D0SMY8,shares,Cogent Communications,US
1839,XNCR,BBG0026ZG4W0,shares,Xencor Inc,US
1840,ZS,BBG003338H34,shares,Zscaler Inc,US
1841,SSNC,BBG000RJ2J04,shares,SS&C Technologies Holdings Inc,US
1842,1288,BBG000T9PJD5,shares,Agricultural Bank of China,CN
1843,BIG,BBG000J0D904,shares,Big Lots Inc,US
1844,LKOH,BBG004731032,shares,ЛУКОЙЛ,RU
1845,BCE,BBG000BCXNS3,shares,BCE Inc.,CA
1846,PVH,BBG000BRRG02,shares,PVH,US
1847,ACN,BBG000D9D830,shares,Accenture,US
1848,SEIC,BBG000BSQLT9,shares,SEI Investments Company,US
1849,UBER,BBG002B04MT8,shares,Uber,US
1850,CHWY,BBG00P19DKZ6,shares,Chewy Inc,US
1851,AA,BBG00B3T3HD3,shares,Alcoa Corporation,US
1852,NWL,BBG000BQC9V2,shares,Newell Brands,US
1853,DELI,TCS00A107J11,shares,Делимобиль,RU
1854,1088,BBG000BX4MS1,shares,China Shenhua Energy,CN
1855,FTV,BBG00BLVZ228,shares,Fortive,US
1856,BOOT,BBG0077SYZV6,shares,Boot Barn Holdings Inc,US
1857,ALSN,BBG001KY3845,shares,Allison Transmission Holdings,US
1858,COHU,BBG000DKMJ86,shares,Cohu Inc.,US
1859,NATI,BBG000DZK6N6,shares,National Instruments,US
1860,GNRC,BBG000PQ4W72,shares,Generac Holdings Inc,US
1861,MGKL,TCS00A0JVJQ8,shares,Мосгорломбард,RU
1862,GMS,BBG009Q036D0,shares,GMS Inc,US
1863,TRNO,BBG000PV3J62,shares,Terreno REIT,US
1864,GOGL,BBG000BP83H8,shares,Golden Ocean Group,BM
1865,WTTR,BBG00G4Y2DC1,shares,Select Water Solutions,US
1866,LEAS,TCS00A0ZZFS9,shares,Европлан,RU
1867,RTO,BBG000BVPG41,shares,Rentokil Initial АДР,US
1868,RCUS,BBG00DQD26W3,shares,Arcus Biosciences,US
1869,LULU,BBG000R8ZVD1,shares,Lululemon Athletica Inc,CA
1870,PI,BBG000GRK2Z7,shares,Impinj Inc,US
1871,PAYO,BBG00Z5JLLB3,shares,Payoneer Global,US
1872,OMCL,BBG000BTNGZ4,shares,Omnicell Inc,US
1873,241,BBG000BDZJK6,shares,Alibaba Health Information Technology,BM
1874,COLM,BBG000BKKQ84,shares,Columbia Sportswear Company,US
1875,WAL,BBG000Q1KFH4,shares,Western Alliance Bancorp,US
1876,ARMK,BBG001KY4N87,shares,Aramark,US
1877,3692,BBG00P78Y7N1,shares,Hansoh Pharmaceutical,
1878,NGVT,BBG009LM28K6,shares,Ingevity Corp,US
1879,WRBY,BBG005DWN8K8,shares,Warby Parker,US
1880,AEP,BBG000BB9KF2,shares,American Electric Power,US
1881,TPX,BBG000PXGT62,shares,Tempur Sealy International Inc,US
1882,HUBS,BBG000N7MZ06,shares,HubSpot Inc,US
1883,1368,BBG000PJKKM9,shares,Xtep,HK
1884,AAN,BBG00WCNDCZ6,shares,The Aarons Company,US
1885,AER,BBG000Q9FZL4,shares,AerCap Holdings,IE
1886,WRK,BBG008NXC572,shares,WestRock,US
1887,UBSI,BBG000BVXC87,shares,"United Bankshares, Inc.",US
1888,LGND,BBG000BKF014,shares,Ligand Pharmaceuticals Inc,US
1889,UDMN,TCS009046502,shares,Удмуртнефть,RU
1890,LAD,BBG000K3BC83,shares,LIthia Motors Inc,US
1891,CHEF,BBG001MFW6D6,shares,Chefs' Warehouse Inc,US
1892,NLY,BBG000BJFJ98,shares,Annaly Capital Management REIT,US
1893,BCPC,BBG000BCY878,shares,Balchem Corp,US
1894,POR,BBG000BCRMW7,shares,Portland General Electric,US
1895,EME,BBG000BBRPL4,shares,EMCOR Group,US
1896,KLAC,BBG000BMTFR4,shares,KLA-Tencor,US
1897,PINC,BBG000G7QX50,shares,Premier Inc,US
1898,AOSL,BBG000QLW222,shares,Alpha and Omega Semiconductor,US
1899,CW,BBG000BGSPS5,shares,Curtiss-Wright,US
1900,HTHT,BBG000QFPM65,shares,H World Group,CN
1901,SPCE,TCS3766K4031,shares,Virgin Galactic Holdings Inc Class A,US
1902,JOBY,BBG00X2MYTC2,shares,Joby Aviation,
1903,TMO,BBG000BVDLH9,shares,Thermo Fisher Scientific,US
1904,DXC,BBG00FN64XT9,shares,DXC Technology,US
1905,AMZN,BBG000BVPV84,shares,Amazon.com,US
1906,FCX,BBG000BJDB15,shares,Freeport-McMoRan,US
1907,CVLT,BBG000BG88X9,shares,CommVault Systems Inc,US
1908,ALNY,BBG000BFGNJ5,shares,Alnylam Pharmaceuticals Inc,US
1909,2628,BBG000FD8023,shares,China Life Insurance,CN
1910,GH,BBG006D97VY9,shares,Guardant Health Inc,US
1911,VNDA,BBG000HT5MG6,shares,Vanda Pharmaceuticals Inc,US
1912,CNC,BBG000BDXCJ5,shares,Centene Corporation,US
1913,BMRN,BBG000CZWZ05,shares,BioMarin Pharmaceutical Inc,US
1914,ALL,BBG000BVMGF2,shares,The Allstate Corporation,US
1915,KNX,BBG000BFC848,shares,Knight-Swift Transportation,US
1916,APLS,BBG007KGRPY4,shares,Apellis Pharmaceuticals,US
1917,CIEN,BBG000BP1152,shares,Ciena Corp,US
1918,MTCH,BBG00B6WH9G3,shares,Match Group Inc,US
1919,WMB,BBG000BWVCP8,shares,The Williams Companies,US
1920,MXL,BBG000BB6R33,shares,MaxLinear Inc,US
1921,NSSC,BBG000BQ6CT5,shares,Napco Security Technologies,US
1922,NMTP,BBG004S68BR5,shares,НМТП,RU
1923,MMS,BBG000BC5WJ4,shares,MAXIMUS Inc,US
1924,ADI,BBG000BB6G37,shares,Analog Devices,US
1925,RITM,BBG003T1GM03,shares,Rithm Capital REIT,US
1926,TGKA,BBG000QFH687,shares,ТГК-1,RU
1927,VIR,BBG00H2QQ8T5,shares,Vir Biotechnology,US
1928,FOXF,BBG004T7VS53,shares,Fox Factory Holding Corp,US
1929,EXPD,BBG000BJ5GK2,shares,Expeditors,US
1930,FRHC,BBG000N625H8,shares,Freedom Holding Corp/NV,RU
1931,BABA,BBG006G2JVL2,shares,Alibaba,CN
1932,PJT,BBG0079T1PZ6,shares,PJT Partners Inc.,US
1933,KLG,BBG018CYVVW5,shares,WK Kellogg Co,US
1934,CDLX,BBG00225ZDD0,shares,Cardlytics Inc,US
1935,KRYS,BBG00HDGRHH7,shares,Krystal Biotech Inc,US
1936,REX,BBG000D2ZK61,shares,REX American Resources Corp,US
1937,STLA,BBG0078ZLDG9,shares,Stellantis N.V.,GB
1938,PRAA,BBG000BNTW77,shares,PRA Group Inc,US
1939,TPG,BBG0145FSNR1,shares,TPG,US
1940,AZEK,BBG00RPJPN67,shares,AZEK Company,US
1941,TGNA,BBG000BK5DP1,shares,TEGNA,US
1942,RVLV,BBG00M4RHBD0,shares,Revolve Group Inc,US
1943,CNTLP,BBG0027F0Y27,shares,Центральный Телеграф - акции привилегированные,RU
1944,TTE,BBG000CHZ857,shares,TotalEnergies SE,FR
1945,DCI,BBG000BGZP70,shares,Donaldson Co,US
1946,AZN,BBG000BZ0DK8,shares,AstraZeneca PLC,GB
1947,SATS,BBG000TGLV00,shares,EchoStar Corporation,US
1948,APLT,BBG000DD0489,shares,Applied Therapeutics,US
1949,FWRD,BBG000BRCHB4,shares,Forward Air Corporation,US
1950,ADPT,BBG001J2PFF5,shares,Adaptive Biotechnologies,US
1951,HUBG,BBG000G9W6L0,shares,Hub Group Inc,US
1952,SEDG,BBG0084BBZY6,shares,SolarEdge Technologies Inc,IL
1953,IT,BBG000BB65D0,shares,Gartner,US
1954,MRO,BBG000C8H633,shares,Marathon Oil,US
1955,MODV,BBG000P1B7C8,shares,ModivCare Inc.,US
1956,MTLRP,BBG004S68FR6,shares,Мечел - Привилегированные акции,RU
1957,MBC,BBG01B9G42Y3,shares,MasterBrand,US
1958,1919,BBG000C5K5V6,shares,COSCO SHIPPING Holdings,CN
1959,LPX,BBG000BNF508,shares,Louisiana-Pacific Corporation,US
1960,HP,BBG000BLCPY4,shares,Helmerich & Payne,US
1961,3888,BBG000TF4XZ9,shares,Kingsoft,CN
1962,HR,BBG000PRJCX9,shares,Healthcare Realty Trust REIT,US
1963,AIN,BBG000BRWWH3,shares,Albany International Corp.,US
1964,AME,BBG000B9XG87,shares,AMETEK,US
1965,PSX,BBG00286S4N9,shares,Phillips 66,US
1966,LNT,BBG000DW4Q75,shares,Alliant Energy,US
1967,WAFD,BBG000BWQTD0,shares,"WaFd, Inc.",US
1968,SBCF,BBG000KK3464,shares,Seacoast Banking Corp of Flori,US
1969,LOGI,BBG000BQNNP6,shares,Logitech International SA,CH
1970,UPWK,BBG00FBJ6390,shares,Upwork Inc,US
1971,RRGB,BBG000MXH9C1,shares,Red Robin Gourmet Burgers Inc,US
1972,ETRN,BBG00K53L394,shares,Equitrans Midstream Corporation,US
1973,TSLA,BBG000N9MNX3,shares,Tesla Motors,US
1974,X,BBG000BX3TD3,shares,United States Steel,US
1975,MRKY,BBG000C7P5M7,shares,МРСК Юга,RU
1976,NBIX,BBG000GJS7C1,shares,Neurocrine Biosciences Inc,US
1977,RGR,BBG000C4FQG6,shares,Sturm Ruger & Co Inc,US
1978,EQT,BBG000BHZ5J9,shares,EQT Corporation,US
1979,EGHT,BBG000BCGHH7,shares,8x8 Inc,US
1980,GDOT,BBG000QDJT53,shares,Green Dot Corp,US
1981,INSP,BBG00209SZJ7,shares,Inspire Medical Systems Inc,US
1982,NVDA,BBG000BBJQV0,shares,NVIDIA,US
1983,MEDP,BBG0065B7K59,shares,Medpace Holdings Inc,US
1984,SSB,BBG000BNPYN9,shares,SouthState Corp,US
1985,TPIC,BBG0016MQ7C5,shares,TPI Composites Inc,US
1986,VUZI,BBG000QKVV49,shares,Vuzix Corp,US
1987,GPN,BBG000CX0P89,shares,Global Payments,US
1988,GRPH,BBG00XDH4NZ2,shares,"Graphite Bio, Inc.",US
1989,APTV,BBG001QD41M9,shares,Aptiv,IE
1990,TNDM,BBG0019V9M65,shares,Tandem Diabetes Care Inc,US
1991,ASIX,BBG00CWTTQ41,shares,AdvanSix Inc,US
1992,2007,BBG000QQCY41,shares,Country Garden Holdings,CN
1993,AAON,BBG000C2LZP3,shares,AAON,US
1994,RGEN,BBG000BS48J3,shares,Repligen Corporation,US
1995,GOOG,BBG009S3NB30,shares,Alphabet Class C,US
1996,PCAR,BBG000BQVTF5,shares,PACCAR,US
